taxi,4,Vehicle,0
crate,5,Object,0
crash,5,Uncategorized,0
house,5,Object,0
rabbit,6,Animial,0
hear,4,Uncategorized,0
strange,7,Uncategorized,0
happy,5,Uncategorized,0
hat,3,Object,0
close,5,Uncategorized,0
trash,5,Object,0
stone,5,Object,0
mother,6,People,0
father,6,People,0
friend,6,People,0
under,5,Uncategorized,0
pail,4,Object,0
couch,5,Object,0
speak,5,Uncategorized,0
sack,4,Object,0
